AMB_TEMP CH4 CO NMHC O3 PM10 RH SO2 THC UVB WD_HR WIND_DIREC WIND_SPEED WS_HR
34 1 0 0 83 66 50 5 2 1 346 28 2 0
18 1 0 0 55 76 70 2 2 1 112 128 2 2
34 1 0 0 19 46 64 0 2 1 245 256 4 4
27 1 0 0 3 42 79 4 2 1 145 145 2 1
29 1 0 0 21 60 77 3 2 1 149 171 4 0
19 1 0 0 65 97 69 2 2 1 96 103 2 3
24 1 0 0 37 47 79 1 2 1 79 80 3 2
12 1 0 0 31 30 75 1 2 1 182 201 1 1
33 1 0 0 40 36 65 1 1 1 352 112 2 0
23 2 0 0 29 43 75 2 2 1 145 145 2 1
14 1 1 0 29 14 83 2 2 1 145 145 2 1
24 1 0 0 24 21 90 1 2 1 124 117 2 2
21 1 0 0 37 43 64 2 1 1 53 52 1 0
28 1 0 0 29 29 65 1 1 1 164 195 1 1
14 1 0 0 53 79 86 1 2 1 47 52 7 9
16 1 0 0 46 22 76 1 2 1 89 243 1 0
24 1 0 0 31 5 89 2 2 1 337 256 1 0
28 2 2 0 29 32 69 2 2 1 145 145 2 1
26 2 0 0 2 61 85 1 2 1 216 209 0 0
23 1 0 0 35 34 74 4 2 1 84 87 6 7
23 1 0 0 37 43 75 0 2 2 145 145 2 1
23 1 0 0 51 57 78 2 2 1 62 58 2 1
25 2 0 0 8 28 75 2 2 1 116 145 1 0
29 1 0 0 13 33 78 1 1 1 53 61 2 2
20 1 0 0 40 82 95 3 2 1 57 56 4 4
34 1 1 0 58 45 48 4 2 1 59 60 2 1
9 1 0 0 59 44 94 3 2 1 145 145 2 1
23 2 0 0 29 63 75 2 2 1 145 145 2 1
30 1 0 0 18 24 73 2 1 0 228 239 2 1
18 1 0 0 46 47 82 4 2 1 60 62 4 3
32 1 0 0 28 28 57 2 2 1 223 222 3 3
16 1 0 0 42 49 74 3 2 1 116 120 1 2
19 1 0 0 50 52 76 2 2 1 87 87 4 3
22 1 0 0 27 54 79 1 2 1 88 79 4 2
35 1 0 0 50 37 52 2 2 1 278 252 3 3
28 2 1 0 29 105 69 2 2 1 177 153 1 1
33 1 0 0 47 41 63 3 2 1 262 273 2 1
27 1 0 0 12 23 71 1 2 1 182 183 1 1
28 1 0 0 49 41 68 4 2 1 57 56 4 3
32 1 0 0 13 17 72 3 1 0 89 94 2 2
27 1 0 0 7 28 81 2 2 1 200 198 1 2
19 1 0 0 35 37 84 4 1 1 91 87 1 0
28 1 0 0 20 50 98 2 2 1 212 212 2 2
29 1 1 0 20 60 70 4 2 1 175 91 1 0
29 1 0 0 16 30 66 2 2 1 250 267 4 5
28 1 0 0 1 42 74 7 2 1 277 266 0 0
33 1 0 0 65 33 53 2 2 1 267 224 1 1
20 1 0 0 11 43 94 4 2 1 49 49 2 2
22 1 0 0 29 14 69 1 2 1 96 87 2 1
32 1 0 0 51 35 52 4 2 1 356 3 3 1
19 1 0 0 64 43 54 2 1 1 80 86 2 2
25 1 0 0 31 46 78 4 2 1 85 85 3 2
27 2 1 0 24 46 71 4 2 1 243 207 1 0
32 1 1 0 4 44 69 5 2 1 243 191 1 0
24 1 0 0 41 11 95 1 1 0 93 70 1 0
28 1 0 0 8 17 78 2 1 0 95 100 3 2
35 1 0 0 36 37 61 3 2 1 274 274 2 1
19 1 0 0 65 104 71 2 2 1 82 87 4 3
20 1 0 0 35 26 95 5 2 1 67 67 1 1
19 1 0 0 23 22 82 2 2 1 53 330 0 0
27 1 1 0 4 72 76 4 2 1 155 140 0 1
23 1 0 0 19 34 74 1 2 1 105 101 2 2
22 1 0 0 43 28 81 1 2 1 95 106 3 2
18 1 0 0 33 12 82 0 1 1 61 67 3 2
23 1 0 0 32 17 75 1 2 0 145 145 2 1
20 1 0 0 65 109 59 5 1 1 66 75 3 2
24 1 0 0 32 16 51 1 2 1 104 94 2 1
24 2 0 0 3 28 90 4 2 1 267 249 0 0
14 1 0 0 32 20 69 1 2 1 53 57 4 4
35 1 0 0 22 11 52 0 1 1 149 177 2 1
23 1 0 0 49 28 75 1 2 0 145 145 2 1
14 1 0 0 28 70 61 3 2 1 113 111 2 1
33 1 0 0 36 28 57 3 2 1 244 243 4 3
15 1 0 0 33 13 93 0 2 1 96 95 1 0
17 2 1 0 29 46 47 4 2 1 145 145 2 1
27 2 2 0 2 32 79 3 2 1 221 173 0 0
24 1 0 0 23 64 91 2 2 1 114 161 1 0
32 1 1 0 29 72 55 4 2 1 145 145 2 1
14 1 0 0 33 73 49 3 2 1 93 103 3 3
17 1 0 0 22 49 57 4 2 1 68 63 3 3
25 1 0 0 7 39 83 2 2 1 136 201 1 0
28 1 1 0 18 45 70 3 2 1 53 55 1 1
34 1 0 0 30 49 56 3 2 1 283 296 1 1
16 1 0 0 43 4 100 1 2 1 145 145 2 1
18 2 0 0 14 49 76 1 2 1 196 203 0 0
17 1 0 0 2 31 84 3 2 1 59 20 0 0
24 1 0 0 28 46 70 3 2 1 99 106 3 3
18 1 0 0 33 38 69 5 2 1 46 44 6 6
14 1 0 0 18 29 93 2 2 1 53 62 2 2
18 1 0 0 31 37 48 2 1 4 76 84 2 0
25 1 0 0 2 21 89 9 2 1 133 119 0 0
24 1 0 0 38 10 56 1 2 1 118 116 2 2
29 2 0 0 29 28 79 1 2 1 145 145 2 1
19 1 0 0 20 34 88 6 2 1 53 56 6 5
20 1 0 0 41 42 79 6 2 1 28 20 2 1
28 1 0 0 23 20 82 1 2 1 85 83 8 5
25 2 0 0 11 48 68 1 2 1 115 123 1 1
23 1 0 0 39 31 74 5 2 1 66 64 4 4
34 1 0 0 54 40 47 3 1 1 216 222 2 1
20 2 1 0 29 36 86 3 2 1 145 145 2 1
21 1 0 0 24 42 70 1 1 1 57 53 2 2
28 1 0 0 13 21 84 3 2 1 208 178 0 0
17 1 0 0 22 21 87 2 2 1 298 292 1 0
16 1 0 0 37 50 77 1 2 1 55 57 4 4
30 1 0 0 6 24 70 1 2 1 164 157 1 1
30 1 0 0 40 49 74 2 2 1 252 244 9 8
12 2 0 0 13 48 87 1 2 1 126 132 2 2
24 1 0 0 6 38 84 1 2 1 132 174 1 0
28 1 0 0 37 53 71 13 2 1 105 105 2 2
17 1 0 0 44 62 61 3 2 1 90 89 3 2
17 1 0 0 41 58 58 1 2 1 105 114 3 2
16 1 0 0 26 80 79 1 2 1 84 79 2 2
25 1 0 0 76 92 49 3 2 1 91 100 6 4
18 1 0 0 39 5 83 1 2 1 258 102 1 0
25 1 1 0 4 15 79 5 2 1 279 128 0 0
30 1 0 0 23 40 67 3 2 1 238 254 4 3
36 1 1 0 29 30 47 1 2 1 145 145 2 1
14 1 0 0 15 69 79 1 2 1 188 193 1 1
28 1 0 0 16 26 86 1 1 1 97 108 3 3
17 1 0 0 27 26 79 1 2 1 106 103 2 2
18 1 0 0 47 1 100 1 2 1 145 145 2 1
25 1 0 0 66 101 79 2 2 1 44 43 8 5
13 1 0 0 37 39 62 1 2 1 86 84 1 0
21 1 0 0 27 20 74 8 2 1 48 47 9 8
18 1 0 0 4 38 82 4 2 1 99 140 0 1
29 1 0 0 25 18 84 1 2 1 127 105 1 1
19 1 0 0 54 111 73 2 2 1 206 209 3 3
16 1 0 0 23 18 84 2 2 1 54 325 3 1
22 1 0 0 45 44 74 2 2 1 45 41 1 1
16 1 0 0 21 31 60 1 2 1 133 203 0 0
26 1 0 0 10 5004 100 1 2 1 210 209 3 3
19 1 0 0 27 15 94 1 2 1 209 202 1 2
19 1 0 0 43 141 56 9 2 1 79 78 5 4
30 1 0 0 48 39 73 2 2 1 223 218 3 1
29 1 0 0 23 23 73 9 2 1 269 271 2 3
33 1 0 0 29 40 52 3 2 1 145 145 2 1
20 1 0 0 14 22 92 6 1 1 92 95 1 1
20 1 0 0 29 22 85 1 2 1 255 171 1 0
31 1 0 0 1 13 66 16 2 1 122 163 1 1
23 1 0 0 34 50 75 1 2 0 145 145 2 1
23 1 1 0 29 48 75 4 2 1 145 145 2 1
13 1 0 0 26 49 80 0 2 1 54 54 8 9
29 1 0 0 30 23 70 2 2 1 260 266 6 6
36 1 0 0 34 61 52 3 2 1 270 269 2 2
24 1 0 0 31 55 86 2 2 1 213 212 3 2
27 1 0 0 42 25 65 1 1 4 100 104 4 4
34 1 0 0 25 49 57 3 2 1 179 174 3 2
23 1 0 0 24 27 75 1 2 1 145 145 2 1
23 2 1 0 29 24 75 1 2 1 145 145 2 1
19 2 0 0 30 75 76 4 2 0 255 259 2 3
34 1 0 0 47 31 53 1 2 1 235 229 5 5
25 1 0 0 39 22 68 1 2 1 101 94 2 2
20 1 0 0 29 102 64 2 2 1 145 145 2 1
27 2 1 0 20 78 72 3 3 1 134 133 1 0
19 1 0 0 46 79 52 5 2 1 318 322 1 2
28 0 0 0 1 34 80 3 0 1 273 5 1 0
23 1 0 0 38 10 70 1 2 1 95 86 2 1
19 2 0 0 20 97 85 2 2 1 161 154 1 0
20 1 0 0 24 35 82 2 2 1 111 112 3 2
22 2 0 0 8 12 76 2 2 1 225 222 1 0
27 1 0 0 9 42 78 6 2 1 241 229 3 2
25 1 0 0 13 29 83 1 2 1 168 142 3 2
31 1 0 0 41 46 62 2 2 1 83 72 2 2
29 1 0 0 13 31 73 2 2 1 136 155 1 1
12 1 0 0 28 27 88 1 2 1 79 80 1 0
17 2 2 0 29 85 75 3 2 1 145 145 2 1
27 1 0 0 22 17 90 2 2 1 74 64 2 2
29 1 0 0 17 13 73 2 1 0 207 173 0 0
15 1 0 0 47 18 81 0 1 1 89 94 1 1
22 1 0 0 39 49 53 1 2 1 122 136 1 1
27 1 0 0 18 42 85 1 1 1 304 304 5 4
23 1 0 0 25 71 75 6 2 1 235 242 1 1
28 2 0 0 29 33 77 11 2 6 44 81 1 0
26 1 0 0 21 18 81 1 2 1 89 90 2 2
35 1 0 0 51 38 58 2 2 1 250 239 4 5
32 1 0 0 34 72 66 5 2 1 242 238 2 1
26 1 0 0 3 15 89 2 2 1 203 200 2 2
23 1 0 0 34 18 72 3 2 1 289 282 3 2
18 2 0 0 59 126 43 5 2 2 14 69 1 1
18 1 0 0 40 92 60 4 2 1 96 89 3 3
14 1 0 0 5 28 88 6 2 1 54 36 0 0
29 2 0 0 35 79 72 6 2 2 269 174 1 0
30 2 0 0 2 39 72 4 2 0 227 220 2 1
24 1 0 0 41 12 98 1 1 1 92 92 0 0
30 1 0 0 15 29 69 4 2 1 99 103 2 2
22 1 0 0 16 47 78 3 2 1 41 38 4 2
24 1 0 0 14 32 69 2 2 1 99 161 0 0
15 1 0 0 21 40 88 5 2 1 200 194 1 1
22 1 0 0 38 41 66 4 2 1 53 51 3 3
23 2 0 0 1 89 91 3 2 0 157 157 0 0
13 1 0 0 34 20 65 0 1 1 70 65 1 1
17 1 0 0 41 37 53 2 2 1 60 59 3 2
18 1 0 0 47 54 87 1 2 1 69 64 5 4
26 1 0 0 26 56 77 3 2 1 233 228 2 2
22 1 0 0 35 29 84 2 2 1 79 69 2 2
20 1 0 0 1 84 81 6 2 1 200 38 0 0
27 1 0 0 54 17 71 1 2 1 70 72 4 3
24 1 1 0 16 9 66 2 2 1 112 125 0 0
17 1 0 0 28 72 76 1 2 1 106 103 3 3
16 1 0 0 33 27 79 2 2 1 53 53 5 4
28 1 0 0 47 29 50 6 2 1 73 77 2 2
23 1 0 0 29 51 75 7 2 1 145 145 2 1
31 1 0 0 49 34 64 6 2 1 113 113 0 0
35 1 0 0 74 69 67 3 2 1 271 251 2 1
25 2 0 0 2 44 90 11 2 0 96 95 0 0
19 1 0 0 45 75 67 2 2 1 88 91 3 3
23 1 0 0 21 38 75 2 2 1 183 187 0 0
27 1 0 0 21 26 70 1 2 1 91 84 3 3
24 1 0 0 3 47 92 2 2 1 223 198 1 0
14 2 0 0 0 50 82 2 2 0 252 263 1 0
25 1 0 0 13 24 90 1 2 1 110 64 1 1
18 2 1 0 3 104 59 4 2 1 20 20 1 0
26 1 0 0 42 12 66 3 2 1 108 99 3 4
23 2 1 0 29 54 75 3 2 1 145 145 2 1
32 1 0 0 44 40 66 4 2 1 210 122 5 1
22 1 0 0 21 71 53 4 2 1 171 179 2 2
5 1 0 0 46 34 82 2 2 1 145 145 2 1
16 1 0 0 41 12 86 3 2 1 84 77 3 1
15 1 0 0 22 19 78 2 2 1 108 107 3 3
22 1 1 0 2 53 84 11 2 1 284 286 1 0
23 1 0 0 29 64 75 4 1 1 145 145 2 1
27 2 0 0 45 49 71 4 2 0 72 73 4 4
15 1 0 0 48 38 89 1 2 1 63 70 1 1
30 1 0 0 65 30 66 4 2 1 282 299 1 0
22 1 0 0 26 18 70 2 2 1 231 246 1 0
19 1 0 0 39 36 81 1 2 1 309 329 2 0
30 1 0 0 9 28 69 2 2 1 96 91 2 3
22 1 0 0 13 22 99 1 2 1 246 237 0 0
26 1 0 0 37 22 68 3 2 1 77 80 4 3
17 2 1 0 8 49 92 3 2 1 196 238 0 0
26 1 0 0 59 39 63 7 1 1 149 148 2 1
29 1 0 0 65 57 49 1 2 1 272 279 1 1
23 2 0 0 65 97 55 4 2 1 242 305 2 0
26 1 0 0 16 30 87 1 2 1 69 69 2 1
23 1 0 0 24 41 78 2 2 1 69 66 2 2
27 1 0 0 48 63 58 4 2 1 296 297 4 3
18 1 0 0 38 99 60 2 1 1 85 94 1 1
32 1 0 0 49 45 64 2 2 1 310 331 1 1
23 1 1 0 29 28 75 2 2 1 145 145 2 1
31 1 0 0 25 37 58 1 1 9 96 0 0 2
31 1 0 0 22 23 69 15 1 1 269 260 1 0
26 1 0 0 7 47 93 1 1 1 177 174 1 1
14 1 0 0 35 27 95 2 2 1 69 82 8 8
28 1 0 0 7 44 80 3 2 1 313 322 2 1
17 1 0 0 9 73 90 4 2 1 21 43 0 0
17 1 0 0 18 37 64 3 2 1 122 111 2 1
31 1 0 0 31 47 60 4 1 1 102 128 2 2
35 1 0 0 71 46 54 2 1 1 264 266 3 2
21 2 1 0 29 77 49 9 2 1 145 145 2 1
23 1 0 0 33 20 79 2 2 1 83 45 1 1
23 1 0 0 36 49 75 2 2 0 145 145 2 1
23 1 0 0 15 27 75 3 2 0 145 145 2 1
22 1 0 0 4 56 88 2 2 1 68 16 0 0
34 1 1 0 29 39 46 4 2 1 145 145 2 1
13 2 0 0 15 33 90 4 2 1 77 58 1 0
31 1 0 0 31 32 63 3 2 1 287 333 1 2
23 1 0 0 3 15 88 2 2 1 65 72 0 0
20 1 0 0 36 35 64 3 2 1 78 73 3 3
23 1 0 0 34 39 87 2 2 1 43 40 4 3
37 1 0 0 33 18 50 0 1 1 152 172 1 1
16 1 0 0 23 38 60 2 2 1 77 91 4 1
16 1 0 0 21 25 93 2 2 1 79 85 3 2
25 1 0 0 0 32 75 3 2 1 13 31 0 0
15 1 0 0 29 33 83 1 2 1 71 69 1 0
26 1 0 0 31 27 71 1 2 1 78 77 4 4
23 1 0 0 3 27 75 2 2 0 145 145 2 1
25 2 0 0 2 18 86 1 2 1 94 90 0 0
28 1 0 0 8 34 79 1 2 1 144 115 0 1
23 1 0 0 46 35 75 0 2 0 145 145 2 1
22 1 0 0 72 87 39 2 2 1 306 311 5 4
26 1 0 0 25 57 84 4 2 1 251 254 1 1
22 1 0 0 24 63 91 8 2 1 15 25 1 0
23 1 0 0 29 37 75 9 2 1 145 145 2 1
27 1 0 0 11 36 90 2 2 1 267 260 1 1
22 2 0 0 29 66 76 0 2 1 145 145 2 1
17 1 0 0 33 40 65 7 2 1 49 49 7 7
32 1 0 0 32 28 60 4 2 1 257 258 5 5
15 1 0 0 20 16 86 2 2 0 306 305 2 2
14 2 0 0 31 12 73 1 2 1 268 288 0 0
23 1 0 0 38 13 75 2 2 0 145 145 2 1
25 1 0 0 29 22 70 1 2 1 42 56 2 2
12 1 0 0 16 21 83 1 2 1 100 99 2 2
13 1 0 0 30 29 79 3 2 1 55 58 7 7
33 1 0 0 48 42 60 3 2 1 292 302 1 0
22 1 0 0 47 65 71 4 2 1 264 271 2 1
23 1 1 0 1 40 75 2 2 0 145 145 2 1
31 1 0 0 18 48 68 3 2 0 71 66 3 2
11 1 0 0 60 40 80 4 2 1 145 145 2 1
23 1 1 0 29 91 30 3 2 1 145 145 2 1
15 2 1 0 5 53 75 2 2 1 71 61 1 1
21 1 0 0 3 33 91 3 2 1 276 244 0 0
20 1 1 0 11 105 87 4 2 1 98 84 1 0
15 1 0 0 45 7 97 0 1 1 84 82 1 1
17 1 0 0 32 29 56 2 2 1 58 52 6 4
16 1 0 0 37 55 61 1 2 1 81 73 2 2
14 1 0 0 32 43 58 1 1 1 146 145 1 0
27 2 0 0 4 50 80 5 2 1 234 267 1 1
22 1 0 0 32 56 76 2 2 1 326 319 2 2
28 1 0 0 5 16 89 1 2 1 87 79 2 1
31 1 0 0 11 36 62 2 2 1 281 278 1 1
15 1 0 0 28 31 86 2 2 1 55 52 4 4
13 2 1 0 1 74 78 11 3 0 112 117 1 1
23 1 0 0 16 22 86 11 2 1 63 62 1 1
14 2 0 0 16 54 76 2 2 1 102 90 0 0
26 1 0 0 4 39 87 2 2 1 126 130 0 0
32 1 0 0 23 52 69 3 2 1 107 137 4 1
26 1 0 0 25 61 70 5 2 1 246 360 0 0
31 1 1 0 27 26 60 3 2 1 85 62 1 0
33 1 0 0 23 34 59 4 2 1 272 285 1 1
27 1 0 0 15 12 88 1 2 1 86 87 2 2
13 1 0 0 42 26 84 6 2 1 65 68 4 4
25 1 0 0 4 81 86 6 2 1 144 112 0 0
23 1 0 0 33 32 75 0 2 0 145 145 2 1
24 1 0 0 33 29 69 2 2 1 91 92 4 5
25 1 0 0 13 61 76 6 2 1 193 200 1 1
28 1 0 0 14 29 77 1 2 1 197 161 1 1
28 1 1 0 6 28 67 3 2 1 185 154 1 1
32 1 0 0 25 22 71 2 1 2 219 225 3 2
19 2 1 0 19 27 69 1 2 1 59 40 0 0
21 1 0 0 34 53 68 5 2 0 313 320 2 2
29 1 0 0 19 28 86 3 2 1 67 93 1 0
18 2 0 0 44 26 86 3 2 1 84 94 2 0
18 2 1 0 29 31 88 2 2 1 145 145 2 1
22 1 0 0 16 13 100 1 2 1 145 145 2 1
29 1 0 0 15 22 71 5 2 1 197 165 1 1
24 1 1 0 29 65 41 5 2 1 145 145 2 1
23 2 2 0 29 56 75 4 2 1 145 145 2 1
17 2 0 0 21 30 87 1 2 1 123 125 2 2
34 1 0 0 59 34 45 3 2 1 260 263 2 1
29 2 0 0 9 37 82 3 2 1 223 232 1 0
18 1 0 0 22 33 71 2 2 1 74 72 6 7
23 2 2 0 29 87 75 4 3 1 145 145 2 1
17 2 1 0 18 62 55 2 2 1 140 182 0 0
19 1 0 0 50 54 73 5 2 1 53 137 0 0
13 1 0 0 38 61 68 2 2 1 70 67 3 3
26 2 0 0 0 38 89 1 2 1 271 281 0 0
22 1 0 0 65 40 66 13 2 1 105 96 2 2
28 1 0 0 21 33 70 4 2 0 240 250 1 1
22 1 0 0 14 33 79 3 2 1 100 102 2 2
16 2 0 0 2 40 70 1 2 1 232 221 0 0
15 1 0 0 42 13 85 1 1 1 238 231 2 0
20 1 0 0 24 65 86 6 2 1 67 64 7 6
33 1 0 0 52 57 57 3 2 1 331 19 3 1
24 1 0 0 49 62 93 2 2 1 37 36 2 2
21 1 0 0 30 28 91 2 2 1 208 209 2 2
26 1 0 0 21 20 78 2 2 1 154 129 3 2
30 1 0 0 7 18 72 1 2 1 76 73 4 4
17 1 0 0 38 6 100 1 2 1 145 145 2 1
17 1 0 0 34 9 87 0 2 0 97 98 3 2
20 1 0 0 42 20 100 1 2 1 145 145 2 1
16 1 0 0 31 26 81 1 2 1 89 90 2 2
25 1 1 0 3 26 88 2 2 1 80 78 1 0
24 1 0 0 30 20 74 0 2 1 92 90 2 3
16 1 0 0 45 76 63 4 2 1 66 75 2 1
21 1 0 0 34 26 99 4 1 1 55 98 0 0
28 1 0 0 23 39 76 2 2 1 324 329 1 1
15 1 0 0 45 7 100 0 2 1 145 145 2 1
23 1 0 0 62 68 59 6 2 1 56 49 3 3
32 1 0 0 25 37 65 3 2 1 235 241 3 2
34 1 2 0 29 62 56 4 2 1 145 145 2 1
18 1 0 0 37 27 49 2 2 1 179 170 1 0
27 1 0 0 4 33 90 3 2 1 241 229 1 0
23 1 0 0 39 23 75 1 2 0 145 145 2 1
32 1 0 0 32 32 55 1 2 1 256 262 5 5
16 1 0 0 16 1 85 1 2 1 103 122 1 1
26 1 0 0 60 18 73 1 2 1 104 106 4 3
29 1 0 0 44 34 62 2 2 1 93 92 3 2
15 1 0 0 40 44 84 1 2 1 107 100 2 3
18 1 0 0 41 13 84 1 2 1 320 327 4 2
30 1 0 0 3 43 76 3 2 1 164 163 0 0
15 1 0 0 33 19 82 1 2 1 52 50 4 5
29 1 0 0 12 24 74 5 2 1 292 283 1 0
23 1 0 0 2 43 91 4 2 1 69 59 1 0
26 1 0 0 1 26 95 4 2 1 51 40 0 0
18 1 0 0 62 41 64 1 2 1 145 145 2 1
16 1 0 0 20 18 76 1 2 1 105 113 3 2
23 1 0 0 10 29 75 2 2 0 145 145 2 1
23 1 0 0 29 42 75 1 2 0 145 145 2 1
33 1 0 0 26 67 58 6 2 1 100 112 4 4
16 1 0 0 26 15 98 1 2 1 93 101 1 1
11 1 0 0 43 4 100 1 2 1 145 145 2 1
30 1 0 0 11 44 71 3 2 1 149 175 1 0
28 2 0 0 7 24 83 1 2 1 210 203 1 1
29 1 0 0 43 67 67 6 2 1 355 87 1 0
26 1 0 0 35 37 71 9 2 1 48 38 3 2
26 1 0 0 20 35 75 6 2 1 208 210 2 2
23 2 0 0 29 56 71 3 2 1 145 145 2 1
18 1 0 0 12 28 79 1 2 1 180 195 1 0
31 1 0 0 33 36 53 2 2 1 252 252 1 2
28 2 0 0 7 37 81 2 2 1 174 206 1 1
25 1 0 0 17 43 82 7 2 1 280 284 0 0
27 1 0 0 58 53 56 1 1 1 57 58 2 2
13 1 0 0 30 32 78 3 2 1 53 49 8 8
23 1 0 0 40 32 92 2 2 1 96 115 1 0
23 1 0 0 22 33 75 2 2 1 33 32 1 1
26 2 0 0 29 39 65 1 2 1 145 145 2 1
17 2 0 0 24 19 88 0 2 0 326 206 1 0
29 1 0 0 46 40 76 2 2 1 318 324 2 2
25 1 0 0 37 52 74 1 2 1 97 102 3 3
20 1 0 0 54 71 60 1 2 1 292 290 3 3
21 1 0 0 35 48 84 1 2 1 135 344 1 0
13 1 0 0 29 42 56 2 2 1 71 85 2 2
24 2 0 0 39 32 62 1 2 1 284 294 1 0
23 1 0 0 38 56 75 3 2 0 145 145 2 1
26 1 0 0 26 42 76 5 2 0 246 257 3 3
20 1 0 0 22 42 70 1 2 1 83 87 2 2
28 1 1 0 54 57 71 5 2 1 276 311 1 0
21 1 0 0 29 42 90 2 2 1 46 47 2 2
24 2 0 0 18 42 94 4 2 1 208 209 0 0
22 1 0 0 53 53 73 2 2 1 73 64 4 3
28 1 0 0 7 32 75 17 2 1 85 95 1 0
29 1 0 0 31 31 80 2 2 1 79 77 2 1
28 1 0 0 51 42 66 2 2 1 239 298 1 0
27 1 0 0 44 31 66 8 1 1 78 319 1 0
11 2 0 0 16 38 75 1 2 1 39 39 1 2
34 1 0 0 79 50 57 20 2 1 44 63 2 2
20 1 0 0 53 57 83 2 2 1 98 103 1 1
17 1 0 0 23 58 64 8 2 1 45 46 5 5
12 1 0 0 45 54 51 2 2 1 102 109 3 2
20 1 0 0 5 70 91 6 2 1 58 59 1 1
23 2 1 0 29 78 75 5 2 1 145 145 2 1
29 1 0 0 11 37 67 3 2 1 242 251 0 1
28 1 0 0 13 56 81 3 2 1 220 220 1 1
26 1 0 0 66 68 73 2 2 1 56 56 8 8
19 1 0 0 18 43 92 1 2 1 191 248 0 0
27 1 0 0 52 17 72 1 1 1 91 91 1 0
29 1 0 0 31 15 46 2 2 1 109 118 2 2
28 1 0 0 4 17 75 1 2 1 295 301 0 0
27 1 0 0 5 43 87 1 2 1 148 148 0 0
15 1 0 0 14 36 55 6 2 1 107 109 3 2
28 1 0 0 8 9 67 0 1 1 245 307 1 0
23 1 0 0 43 53 75 1 2 0 145 145 2 1
21 1 0 0 24 48 64 3 2 1 84 92 2 1
16 1 0 0 52 70 82 2 2 1 89 92 1 0
17 2 0 0 60 82 64 2 2 0 89 93 2 1
14 1 0 0 18 44 59 5 2 1 181 179 3 2
18 1 0 0 20 23 75 4 2 1 81 77 4 4
30 1 0 0 81 76 60 5 2 1 223 247 2 1
21 1 0 0 39 34 88 0 2 1 114 111 1 1
23 1 0 0 16 43 74 1 2 1 101 159 1 0
27 1 0 0 30 26 98 2 2 1 296 300 1 0
24 1 0 0 30 20 86 2 2 1 145 145 2 1
9 1 0 0 58 40 61 1 2 1 145 145 2 1
23 1 0 0 30 86 75 4 2 0 145 145 2 1
22 2 1 0 29 47 79 4 3 1 145 145 2 1
24 1 0 0 34 119 78 4 2 1 33 30 2 2
22 1 0 0 21 39 83 3 2 1 95 100 3 3
16 1 0 0 43 104 55 4 2 1 57 60 6 5
24 1 0 0 24 24 77 2 2 1 200 223 2 0
28 1 0 0 11 44 87 4 2 1 44 35 1 0
16 1 0 0 41 90 54 2 2 1 70 76 4 4
24 1 0 0 29 70 81 4 2 1 91 88 1 1
18 1 0 0 25 7 85 0 2 1 331 290 0 0
23 1 0 0 21 35 75 1 2 5 145 145 2 1
26 1 0 0 23 27 59 1 2 0 101 132 2 1
15 1 0 0 38 45 71 3 2 1 81 77 3 3
26 1 0 0 35 35 74 2 2 1 54 67 2 2
21 2 2 1 29 79 86 6 3 1 145 145 2 1
26 1 0 0 9 28 88 3 2 1 112 84 1 1
29 2 1 0 2 44 78 3 2 0 64 82 1 0
13 1 0 0 25 36 60 4 1 0 97 98 3 2
11 1 0 0 45 3 100 0 2 1 145 145 2 1
23 1 0 0 54 22 78 2 2 1 112 116 3 3
21 1 0 0 28 33 83 2 2 1 104 99 3 3
21 1 0 0 36 49 74 3 2 1 92 108 4 3
29 1 0 0 6 32 77 2 2 1 212 245 2 1
24 1 0 0 43 37 56 4 2 1 73 71 5 5
21 2 1 0 30 83 56 3 2 1 166 84 1 0
24 1 0 0 36 25 76 1 2 1 126 84 0 0
22 1 0 0 16 81 81 3 2 1 1 110 1 0
29 1 0 0 35 23 85 4 2 1 61 52 1 1
26 1 0 0 57 26 69 9 2 1 193 242 0 0
35 1 0 0 32 40 52 1 2 1 269 265 3 4
26 1 1 0 21 15 97 2 2 1 340 341 1 1
27 1 0 0 8 28 85 4 2 1 132 165 1 1
25 1 0 0 44 40 76 13 2 1 145 145 2 1
27 1 0 0 37 32 83 1 2 1 181 242 1 0
23 1 1 0 0 32 96 5 2 1 34 49 0 0
16 1 0 0 17 45 87 3 2 1 47 48 4 3
23 1 0 0 14 10 77 1 2 1 110 101 2 2
27 1 0 0 30 30 68 4 2 1 62 62 2 2
26 1 0 0 20 34 89 2 2 1 75 78 1 0
16 2 0 0 20 61 90 3 2 1 213 247 0 0
23 1 0 0 10 20 75 2 2 0 145 145 2 1
20 1 0 0 42 32 88 2 2 1 40 42 2 1
27 1 0 0 7 27 87 1 1 1 278 266 1 0
32 1 0 0 6 21 63 2 2 1 275 234 1 0
23 1 0 0 34 18 75 2 2 0 145 145 2 1
29 1 0 0 3 39 77 5 2 1 225 229 1 1
10 1 0 0 22 73 60 4 2 1 57 54 6 6
28 2 1 0 29 63 84 7 3 1 145 145 2 1
20 1 1 0 1 87 85 5 2 1 209 211 0 0
28 1 0 0 39 31 67 1 2 1 45 43 2 2
27 1 0 0 5 28 80 2 2 1 200 219 1 1
27 1 0 0 6 26 88 3 2 1 286 263 0 0
26 1 0 0 79 80 66 3 2 1 305 333 2 1
26 1 0 0 12 11 97 6 2 1 236 225 1 1
